# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 （这里提供了一部分样本[5008]~[7756]）
# 格式：[样本ID] 推理过程

[5008] 解析过程略

[7176] 椭圆\frac{x^{2}}{25}+\frac{y^{2}}{16}=1,焦点F_{1}(-3,0),F(3,0)而圆(x+3)^{2}+y^{2}=4和(x-3)^{2}+y^{2}=1的圆心为(-3,0),(3,0)所以P到两圆圆心的距离之和为10,而M、N分别是圆(x+3)^{2}+y^{2}=4和(x-3)^{2}+y^{2}=1上的动点所以(PM+PN)_{\min}=10-r_{1}-r_{2}=7(PM+PN)_{\max}=10+r_{1}+r_{2}=13所以PM+PN的取值范围是[7,13]

[7178] 因为双曲线的渐近线方程为y=\pm2x,所以b=2a,因为抛物线y2=4\sqrt{5}x的焦点为(\sqrt{5},0),所以c=\sqrt{5}所以,a^{2}+b^{2}=5a^{2}=5,可得a^{2}=1,b^{2}=4,所以双曲线的标准方程为\frac{x^{2}}{1}-\frac{y^{2}}{4}=1'

[7179] 由于y=kx(k>0))双曲线的一条渐近线,则k=\frac{b}{a}又e=\frac{c}{a}=\sqrt{1+(\frac{b}{a})^{2}}=2所以\frac{b}{a}=\sqrt{3},则k=\sqrt{3}.数答安为:,,--

[7183] 依题意联立直线与抛物线方程得\begin{cases}y=k(x-2)\\y2=8x\end{cases},消去y得k^{2}(x-2)^{2}=8x,整理得k^{2}x^{2}-(4k^{2}+8)x+4k^{2}=0,所以_{A}=[-(4k^{2}+8)]^{2}-4\times4k^{2}\timesk^{2}=64k^{2}+64>0,设A(x_{1},y_{1}),B(x_{2},y_{2})所以x_{1}+x_{2}=\frac{1}{k^{2}}(4k^{2}+8)\because线段AB的中点的横坐标是3,所以x_{1}+x_{2}=\frac{1}{k^{2}}(4k^{2}+8)=2\times3,解得k=\pm2,所以|AB|=x_{1}+x_{2}+p=6+4=10

[7184] 因为(-2)^{2}<8\times4,所以点A在抛物线内部.如图,过点P,A分别作准线l的垂线,垂足分别为Q,B,则|PF|=|PQ|,易知当A,P,Q三点共线时,|PF|+|PA|最小,即|AB|.易得点A到准线的距离为4-(\frac{p}{2})=4-(-2)=6.故|PF|+|PA|的最小值为6.

[7185] 根据椭圆标准方程中满足:a2=b^{2}+c^{2},即得解.由于椭圆的一个焦点为(2,0),因此焦点在x轴上,又椭圆的标准方程满足:a^{2}=b^{2}+c^{2},故a^{2}=6,a>0,\thereforea=\sqrt{6}

[7186] 设A(x_{1},y_{1}),B(x_{2},y_{2})则\begin{cases}\frac{y_{2}}{2}-x_{1}=1\\\frac{y_{2}^{2}-x_{2}}{2}=1\\两式相减得:x_{2}-y_{1}=2\frac{x_{1}+x_{2}}{y_{1}+y}=\frac{4}{1}=4,\end{cases},即k=4经检验,当k=4时,直线与又又曲线相交所以填4的时)本题主要考查了直线与双曲线的位置关系,点差法,属于中档题

[7187] 双曲线\frac{x^{2}}{m}-\frac{y^{2}}{\frac{8}{m}}=1的一个焦点为(3,0),所以\frac{1}{m}+\frac{8}{m}=9,解得:m=1

[7188] 由\frac{x^{2}}{4}+\frac{y^{2}}{3}=1得a=2,则\triangleABF_{2}的周长等于AB+AF_{2}+BF_{2}=AF_{1}+BF_{1}+AF_{2}+BF_{2}=4a=8

[7189] 设抛物线的焦点为F,因为点A到C的焦点的距离为10,所以由抛物线的定义知|AF|=x_{A}+\frac{p}{2}=x_{A}+3=10,解得x_{A}=7,所以点A到v轴的距离为7为答安为

[7190] 设椭圆C:mx^{2}+ny^{2}=1(m>0,n>0,m\neqn),则\begin{cases}4m+2n=1\\2m+3n=1\end{cases}则\begin{cases}m=\frac{1}{8}\\n=\frac{1}{4}\end{cases},故椭圆C:\frac{x^{2}}{8}+\frac{y^{2}}{4}=1,故离心率e=\frac{c}{a}=\sqrt{1-\frac{b^{2}}{a^{2}}}=\frac{\sqrt{2}}{2}

[7193] 根据双曲线的标准方程直接求解即可.由\frac{y^{2}}{3}-\frac{x^{2}}{2}=1,可知焦点在y轴上a^{2}=3,b^{2}=2,所以c^{2}=a^{2}+b^{2}=5,即c=\sqrt{5}所以双曲线的焦点坐标为(0,\pm\sqrt{5})

[7194] 分析:由勾股定理求出圆心C(0,2)到直线OA的距离,利用点到直线距离公式求出直线OA的斜率,求得过C与OA垂直的直线方程,两直线交点就是OA中点,从而可得A点坐标,代入抛物线方程可得P=\frac{27\sqrt{7}}{56},进而可得结果.详圆与抛物线都过原点,设另一个交点为A,则圆心C(0,2)到直线OA的距离为\sqrt{4-\frac{9}{4}}=\frac{\sqrt{7}}{2}设直线OA:y=kx,则\frac{2}{\sqrt{1+k^{2}}}=\frac{\sqrt{7}}{2},得k=\frac{3}{\sqrt{7}}(k=-\frac{3}{\sqrt{7}}舍去)过C与OA垂直的直线方程为y=-\frac{\sqrt{7}}{3}x+2^{,}\textcircled{1}OA:y=\frac{3\sqrt{7}}{7}x'\textcircled{2}由\textcircled{1}\textcircled{2}得,\begin{cases}x=\frac{3}{8}\sqrt{7}\\y=\frac{9}{2}\end{cases},OA中点坐标(\frac{3}{8}\sqrt{7},\frac{9}{8})4点坐标(\frac{3}{4}\sqrt{7},\frac{\frac{\frac{2}{8}}{8}})+入y^{2}=2px,得P=\frac{27\sqrt{7}}{},即T的焦点到其准线的距离为\frac{27\sqrt{7}}{},

[7195] 先表示出准线方程,然后根据抛物线y^{2}=2px(p>0)的准线与圆(x-3)^{2}+y^{2}=16相切,可以得到圆心到准线的距离等于半径从而得到p的值.抛物线y^{2}=2px(p>0)的准线方程为x=.\frac{p}{2},因为抛物线y^{2}=2px(p>0)的准线与圆(x-3)^{2}+y^{2}=16相切,所以3+\frac{p}{2}4,解得p=2.

[7196] 设直线AB的倾斜角为\theta,并设\theta为锐角,由于|AF|=4|BF|,则有\frac{2}{1-\cos\theta}=\frac{4\times2}{1+\cos\theta},解得\cos\theta=\frac{3}{5},则\sin\theta=\frac{4}{5},由抛物线的焦点弦长公式可得AB=\frac{4}{\sin2\theta}=\frac{4}{(4)}因此,|CD|=|AB|\sin\theta=\frac{25}{4}\times\frac{4}{5}=5

[7197] 椭圆C:\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)的左、右顶点分别为A_{1}(-a,0),A_{2}(a,0),以线段A_{1},A_{2}为直径的圆的圆心为(0,0),半径为a,根据直线与圆相切可得,圆心到直线的距离等于半径则有\frac{|2ab|}{\sqrt{a2+b^{2}}}=a,即4a^{2}b^{2}=a^{2}(a^{2}+b^{2}),可得a^{2}=3b^{2}椭圆的离心率为e=\frac{c}{a}=\sqrt{1-\frac{b^{2}}{a^{2}}}=\sqrt{\frac{2}{3}}=\frac{\sqrt{6}}{3}

[7199] 由于双曲线C:\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)的右焦点F的坐标为(c,0),由已知,有:c-2b=0,又\becausec^{2}=a^{2}+b^{2},\therefore(2b)^{2}=a^{2}+b^{2}\Rightarrow\frac{b}{a}=\frac{\sqrt{3}}{3}故知双曲线的渐近线方程为_{y}=\pm\frac{b}{a}x=\pm\frac{\sqrt{3}}{3}x'即:x\pm\sqrt{3}y=0.故答案应填:x\pm\sqrt{3}y=0.

[7202] 由题,椭圆的焦点为F_{1}(-1,0),F_{2}(1,0),设点P(6+\cos\theta,8+\sin\theta),则\overrightarrow{PF_{1}}=(-7-\cos\theta,-8-\sin\theta),\overrightarrow{PF_{2}}=(-5-\cos\theta,-8-\sin\theta)所以\overrightarrow{PF_{1}}\cdot\overrightarrow{PF_{2}}=(-7-\cos\theta)(-5-\cos\theta)+(-8-\sin\theta)(-8-\sin\theta)=100+12\cos\theta+16\sin\theta=100+20\sin(\theta+\varphi),\tan\varphi=\frac{3}{4},因为\sin(\theta+\varphi)\in[-1,1],所以\overrightarrow{PF}\cdot\overrightarrow{PF}_{2}\in[80,120],

[7203] A(2,2)在抛物线y^{2}=2px上,故2^{2}=2p\times2,即p=1,抛物线方程为y^{2}=2x.设过点A(2,2)与圆(x-2)^{2}+y^{2}=1相切的直线的方程为:y-2=k(x-2),即kx-y+2-2k=0,则圆心(2,0)到切线的距离d=\frac{|2k-0+2-2k|}{\sqrt{k^{2}+1}}=1,解得k=\pm\sqrt{3},如图,直线AB:y-2=\sqrt{3}(x-2),直线AC:y-2=-\sqrt{3}(x-2)联立\begin{cases}y-2=\sqrt{3}(x-2)\\y^{2}=2x\end{cases},得3x^{2}+(4\sqrt{3}-14)x+16-8\sqrt{3}=0,联立\begin{cases}y-2=\sqrt{2}\\y2=2x\end{cases}故x_{n}x_{B}=\frac{16-8\sqrt{3}}{3},由x_{A}=2得x_{B}=\frac{8-4\sqrt{3}}{3},故y_{B}=\frac{2\sqrt{3}-6}{3},故x_{A}x_{C}=\frac{16+8\sqrt{3}}{3},由x_{A}=2得x_{C}=\frac{8+4\sqrt{3}}{3},故y_{C}=\frac{-2\sqrt{3}-6}{3}故y_{B}+y_{c}=\frac{2\sqrt{3}-6}{3}+\frac{-2\sqrt{3}-6}{y_{B}-y_{c}}=\frac{\sqrt{3}-y_{c}}{\frac{1}{2}y_{2}-\frac{1}{2}y_{2}}=\frac{C在抛物线上可知}{y_{B}+y_{c}}=\frac{2}{-4}=-\frac{1}{2}故直线BC的方程为y-\frac{2\sqrt{3}-6}{3}=-\frac{1}{2}(x-\frac{8-4\sqrt{3}}{3}),即3x+6y+4=0.

[7204] 双曲线\frac{x^{2}}{16}-\frac{y^{2}}{8}=1的焦点在x轴,其中a=4,b=2\sqrt{2},c=\sqrt{a^{2}+b^{2}}=\sqrt{16+8}=2\sqrt{6}|MF|=4<4+2\sqrt{6},即|MF_{1}|<a+c,所以M是双曲线左支上一点,则|MF_{2}|=|MF|+2a=4+8=12.

[7206] 设F_{2}为椭圆的右焦点.在\triangleMF_{1}F_{2}中,易得PO//MF_{2}且|PO|=\frac{1}{2}|MF_{2}|,|PF_{1}|=\frac{1}{2}|MF_{1}|.因为|MF_{1}|+|MF_{2}|=2a,所以|PO|+|PF_{1}|=a>|F_{1}O|故由椭圆的定义知点P的轨迹是椭圆.

[7214] 由题意可得:c=5,并且得到椭圆的焦点在x轴上,再根据椭圆的定义得到a=13,进而由a,b,c的关系求出b的值得到椭圆的方程.\because两个焦点的坐标分别是(5,0),(-5,0)\therefore椭圆的焦点在横轴上,并且c=5,\therefore由椭圆的定义可得:2a=26,即a=13,\therefore由a,b,c的关系解得b=12,椭圆方程是\frac{x^{2}}{169}+\frac{y^{2}}{144}=1

[7216] 椭圆的左焦点为F(-1,0),右焦点为E(1,0),根据椭圆的定义,|PF|=2a-|PE|.\therefore|PF|+|PQ|=|PQ|+2a-|PE|=2a+(|PQ|-|PE|,由三角形的性质,知|PQ|-|PE|\leqslant|QE|,当P是QE延长线与椭圆的交点(0,-1)时,等号成立,故所求最大值为2a+|QE|=2\sqrt{2}+3\sqrt{2}=5\sqrt{2}

[7217] 因为双曲线的离心率为2,焦点(c,0)到渐近线bx-ay=0的距离为\sqrt{3},所以\frac{|\frac{c}{a}}{\sqrt{a^{2}+b^{2}}}=\sqrt{3},解得b=\sqrt{3},a=1,c=2,所以双曲线的焦距为4.

[7220] 解析:令\triangleAF_{1}F_{2}、\triangleBF_{1}F_{2}的内切圆心为I_{1}、I_{2},与x轴切于M,N则|F_{1}M|=\frac{|F_{1}F_{2}|+|F_{1}A|-|F_{2}A|}{2}=3=|F_{1}N|,所以M、N重合于双曲线右顶点过F_{2}的直线与双曲线右支交于A、B两点,令\angleAF_{2}F_{1}=\alpha\in(\frac{\pi}{3},\frac{2\pi}{3})内切圆面积和为S=\pir_{1}^{2}+\pir_{2}^{2}=\pi(\tan^{2}\frac{\alpha}{2}+\cot^{2}\frac{\alpha}{2})\in[2\pi,\frac{10}{3}\pi)

[7222] 右顶点为(a,0),一条渐近线方程为y=\frac{b}{a}x,即bx-ay=0,由题意\frac{|ab|}{\sqrt{b^{2}+a^{2}}}=\frac{b}{2},即\frac{a}{c}=\frac{1}{2},所以e=\frac{c}{a}=2.

[7223] 由C:9x^{2}+25y^{2}=100得:\frac{x^{2}}{\frac{100}{9}}+\frac{y^{2}}{4}=1,则c^{2}=\frac{100}{9}-4=\frac{64}{9}且焦点在x轴由mx^{2+y^{2}}=8得:\frac{x^{2}}{\frac{8}{m}}+\frac{y^{2}}{8}=1,\becausemx^{2}+y^{2}=8与C:9x^{2}+25y^{2}=100共焦点,\thereforec^{2}=\frac{8}{m}-8\therefore\frac{8}{m}-8=\frac{64}{9},解得:m=\frac{9}{17}

[7224] 因为\overrightarrow{MF}_{2}=3\overrightarrow{F_{2}N},所以M,F_{2},N三点共线.又M是椭圆短轴的端点,所以MF_{2}=MF_{1}=a,所以NF_{2}=\frac{1}{3}a,MN=\frac{4}{3}a,则NF_{1}=2a-NF_{2}=\frac{5}{3}a,所以MN^{2}+MF_{1}^{2}=NF_{1}^{2},所以S_{n}NF_{1}=\frac{1}{2}\cdota\cdot\frac{4}{3}a=\frac{2}{3}a^{2}=2,解得a=\sqrt{3}(负值舍去)

[7225] 设直线l的方程为y-2=k(x-4),代入椭圆的方程化简,由x_{1}+x_{2}=\frac{32k^{2}-16k}{1+4k^{2}}='8\"解得k值,即得直线l的方程.由题意得,斜率存在,设为k,则直线l的方程为y-2=k(x\cdot4),即kx\cdoty+2\cdot4k=0,代入椭圆的方程化简得(1+4k^{2})x^{2}+(16k-32k^{2})x+64k^{2}-64k-20=0,\thereforex_{1}+x_{2}=\frac{32k^{2}-16k}{1+4k^{2}}=8,解得k=-\frac{1}{2},故直线l的方程为x+2y-8=0,

[7226] 设M(x,y),则A(2x,0),B(0,2y)因为|AB|=2,所以\sqrt{4x^{2}+4y^{2}}=2,即x^{2}+y^{2}=1所以AB中点M的轨迹方程为x^{2}+y^{2}=1

[7229] 以椭圆3x^{2}+13y^{2}=39的焦点为(\pm\sqrt{10},0),则双曲线的顶点(\pm\sqrt{10},0),可得a=\sqrt{10},以y=\pm\frac{1}{2}x为渐近线的双曲线,可得b=\frac{\sqrt{10}}{2}所求的双曲线方程为:\frac{x^{2}}{10}-\frac{y^{2}}{\frac{5}{5}}=1.

[7230] 根据题意,利用勾股定理求得M点坐标,代入抛物线方程,即可求得p,求得抛物线方程由题意可知,过M作MN\botx=\frac{p}{2}交x=\frac{p}{2}于点N,由题意可知:|MN|=|ME|^{2}-|NE|,所以|MN|=1.则M(1+\frac{p}{2},2\sqrt{2}),代入抛物线y^{2}=2px,即8=2p(1+\frac{p}{2})整理得p^{2}+2p-8=0,解得p=2或p=-4(舍去),所以抛物线得方程为y^{2}=4x,

[7231] 由椭圆的标准方程\frac{x^{2}}{25}+\frac{y^{2}}{16}=1,可得a^{2}=25,b^{2}=16,所以c^{2}=a^{2}-b^{2}=25-16=9,即c=3则点F_{1},F_{2}的坐标分别是(-3,0),(3,0)

[7232] 根据题意可知AF_{1}MF_{2}的面积S=b^{2}\tan\frac{\pi}{2}=2\cdot1=2=\frac{1}{2}\cdot|MF_{1}|\cdot|MF_{2}||MF_{1}|\cdot|MF_{2}|=4=\frac{1}{2}|F_{1}F_{2}|d,所以有所求的距离为d=\frac{4}{2\sqrt{3}}=\frac{2\sqrt{3}}{3}

[7235] 由题意得c=\sqrt{a^{2}+5}=3,解得a=2,又b=\sqrt{5},所以双曲线C的;渐近线方程为y=\pm\frac{b}{a}x=\pm\frac{\sqrt{5}}{2}x

[7236] 设这条弦与椭圆\frac{x^{2}}{2}+y^{2}=1交于点A(x_{1}y_{1})B(x_{2}y_{2})由中点坐标公式知x_{1}+x_{2}=1,y_{1}+y_{2}=1,把A(x_{1}y_{1})B(x_{2}y_{2})代入\frac{x^{2}}{2}+y^{2}=1,作差整理得(x_{1}-x_{2})+2(y_{1}-y_{2})=0,\thereforek_{AB}=\frac{y_{1}-y_{2}}{x_{1}-x_{2}}=-\frac{1}{2}\therefore这条弦所在的直线方程为y-\frac{1}{2}=-\frac{1}{2}(x-\frac{1}{2})即2x+4y-3=0,

[7237] 由题意可知:a^{2}=25,b^{2}=9,从而c^{2}=a^{2}-b^{2}=25-9=16^{\circ}即c=4,所以焦距是2c=8.

[7238] 设P(x_{0},y_{0}),则x_{0}+\frac{9}{16}=\frac{25}{16},所以x_{0}=1,代入抛物线方程,得y_{0}=\pm\frac{3}{2},不妨设点P的坐标为(1,\frac{3}{2}),代入椭圆方程,得a^{2}=4,所以\trianglePF_{1}F_{2}的周长为2a+2c=4+2=6

[7239] 椭圆的标准方程为\frac{x^{2}}{9}+\frac{y^{2}}{1}=1,则a=\frac{1}{2},b=\frac{1}{3},因此,椭圆9x^{2}+4y^{2}=1的短轴长为2b=\frac{2}{3}.

[7240] 不妨设双曲线C:\frac{x^{2}}{4}-y^{2}=1的一条渐近线方程为y=\frac{1}{2}x.圆E:x^{2}+y^{2}-2x=0的标准方程为(x-1)^{2}+y^{2}=1,故|AB|=2\sqrt{r-d^{2}}=2|

[7241] 设双曲线的左焦点为F',由双曲线C:x^{2}-y^{2}=1可得a=1,b=1c=\sqrt{2}即有F(\sqrt{2},0),F'(-\sqrt{2},0),\triangleAPF周长为|PA|+|PF|+|AF|=|PA|+|PF|+2,由双曲线的定义可得|PF|-|PF|=2a=2,即有|PA|+|PF|=|PA|+|PF|+2,当P在左支上运动到A,P,F共线时,|PA|+|PF|取得最小值|AF|=2,则有\triangleAPF周长的最小值为2+2+2=6.

[7242] 利用双曲线的离心率公式及c^{2}=a2+b^{2}即可求出a.双曲线\frac{x^{2}}{a^{2}}-y^{2}=1(a>0)的离心率是\sqrt{5},又b=1所以\frac{c}{a}=\frac{\sqrt{a^{2}+b^{2}}}{a}=\frac{\sqrt{a^{2+1}}}{a}=\sqrt{5},解得a=\frac{1}{2}

[7247] 根据切线长定理求出MF_{1}\cdotMF_{2},即可得出a,从而得出双曲线的离心率.设\triangleMPF_{2}的内切圆与MF_{1},MF_{2}的切点分别为A,B,由切线长定理可知MA=MB,PA=PQ,BF_{2}=QF_{2},又PF_{1}=PF_{2},\thereforeMF_{1}\cdotMF_{2}=(MA+AP+PF_{1})\cdot(MB+BF_{2})=PQ+PF_{2}\cdotQF_{2}=2PQ,由双曲线的定义可知MF_{1}\cdotMF_{2}=2a,故而a=PQ=\sqrt{2},又c=2,\therefore双曲线的离心率为e=\frac{c}{a}=\sqrt{2}查三角形内切圆的性质,考查切线长定理,考查学生的计算能力,利用双曲线的定义进行转化是解决本题的关键.

[7249] 首先根据题意得到c=\sqrt{2}a,利用勾股定理得到|PF_{1}|^{2}+|PF_{2}|^{2}=(2\sqrt{2}a)^{2},结合|PF_{1}|-|PF_{2}||=2a得到|PF_{1}||PF_{2}|=2a^{2},再计算\trianglePF_{1}F_{2}的面积即可双曲线\frac{x^{2}}{a2}-\frac{y2}{a2}=1,c=\sqrt{a^{2}+a^{2}}=\sqrt{2}a,因为PF_{1}\botPF_{2},所以|PF_{1}|^{2}+|PF_{2}|^{2}=|F_{1}F_{2}|^{2}=(2c)^{2}=(2\sqrt{2}a)^{2}\textcircled{1}又因为||PF_{1}|-|PF_{2}||=2a,所以(|PF_{1}|-|PF_{2}|)^{2}=|PF_{1}|^{2}+|PF_{2}|^{2}-2|PF_{1}||PF_{2}|=4a^{2}\textcircled{2}\textcircled{1}-\textcircled{2}得:2|PF_{1}||PF_{2}|=4a^{2},即:|PF_{1}||PF_{2}|=2a^{2}.所以S_{\DeltaPF_{1}F_{2}}=\frac{1}{2}|PF_{1}||PF_{2}|=a^{2}.

[7250] 抛物线y^{2}=4x的准线为x=-1,对称轴为x轴,故点P的坐标为(-1,0)设切线方程为y=k(x+1),代入抛物线y^{2}=4x,得k^{2}(x+1)^{2}-4x=0当切线的斜率为-1时,切线方程为y-0=-1\cdot(x+1),即x+y+1=0当切线的斜率为1时,切线方程为y-0=1\cdot(x+1),即x-y+1=0

[7252] 抛物线y^{2}=4x焦点(1,0)代入直线得a=-1

[7253] 抛物线y^{2}=8x的焦点为(2,0)则椭圆\frac{x^{2}}{a^{2}}+\frac{y^{2}}{2}=1的一个焦点为(2,0),有c=2又b=\sqrt{2},所以a=\sqrt{b^{2}+c^{2}}=\sqrt{6}.离心率e=\frac{c}{a}=\frac{2}{\sqrt{6}}=\frac{\sqrt{6}}{3}

[7255] 将x=5代入x^{2}=4y,得y=\frac{25}{4}>4,所以点A在抛物线外部.抛物线焦点为F(0,1),准线l:y=-1如图所示,过P点作PB\botl于点B.则PA+PB=PA+PF.由图可知,当A、P、F三点共线时,PA+PF的值最小,所以PA+PF的最小值为FA=\sqrt{5^{2}+(4-1)^{2}}=\sqrt{34}故点P到点A的距离与点P到抛物线)生线的距离之和的最小值为\sqrt{34}

[7256] 根据已知可以转化为|PM|-|PF_{1}|=|PM|+|PF_{2}|-4,然后由三点共线即两点之间线段最短可得答案.由已知得a^{2}=4,b^{2}=3,c^{2}=a^{2}-b^{2}=1,F_{2}(1,0)因为|PF_{2}|+|PF_{1}|=2a=4,所以|PF_{1}|=4-|PF_{2}|所以|PM|-|PF_{1}|=|PM|-(4-|PF_{2}|)=|PM|+|PF_{2}|-4所以当三点M、P、F_{2}共线时,|PM|+|PF_{2}|-4最小,即|PM|+|PF_{2}|-4=|MF_{2}|-4=\sqrt{3^{2}+4^{2}}-4=1.

[7257] 根据题意作出如图所示的图象:其中,F(\frac{p}{2},0),QE为双曲线的准线,且准线方程为x=-\frac{p}{2},PQ\botQE,A(0,2)设P(x_{0},y_{0}),则Q(-\frac{p}{2},y_{0}),|PQ|=x_{0}+\frac{p}{2}.在AQEF中,O为EF的中点,则A为QF的中点,即|QE|=4,y_{0}=4.\becauseAPQF的面积为10\therefore\frac{1}{2}(x_{0}+\frac{p}{2})\times4=10,即x_{0}=5-\frac{p}{2}x_{1}=x_{2}\therefore4^{2}=2p(5-\frac{p}{2}),即p^{2}-10p+16=0.\thereforep=2或p=8\therefore该抛物线的方程为y^{2}=4x或y2=16x.

[7260] 由题意可知,a+2-4=0,解得a=2,4=2p,解得p=2,所以抛物线的焦点(1,0)到此直线2x+y-4=0的距离等于\frac{|2+0-4|}{\sqrt{5}}=\frac{2\sqrt{5}}{5}

[7261] 设M(x_{1},y_{1}),N(x_{2},y_{2}),抛物线y^{2}=x的焦点为F,抛物线的准线x=-\frac{1}{4}所求的距离为:S=\frac{x_{1}+x_{2}}{2}=\frac{x_{1}+\frac{1}{4}+x_{2}+\frac{1}{4}}{2}-\frac{1}{4}=\frac{|MF|+|NF|}{2}-\frac{1}{4}(两边之和大于第三边且M,N,F三点共线时取等号)\therefore\frac{|MF|+|NF|}{2}-\frac{1}{4}\geqslant\frac{|MN|}{2}-\frac{1}{4}=\frac{7}{4}

[7264] 由题意,抛物线的顶点在原点,焦点在坐标轴上,且以直线y=-1为准线,可得抛物线的开口向上,设其方程为x^{2}=2py(p>0)则-\frac{p}{2}=-1,解得p=2,所以所求抛物线的方程为x^{2}=4y

[7267] 设抛物线方程为y^{2}=-2px(p>0),因为抛物线上的点P(-2,a)到焦点的距离为3,所以2+\frac{p}{2}=3\thereforep=2,所以a^{2}=-4\times(-2)\thereforea=\pm2\sqrt{2}.

[7268] 焦点在y轴上,焦距为6,所以c=3;且经过点(0,\sqrt{5})可得a=\sqrt{5},又c^{2}=a^{2}+b^{2},所以b^{2}=4双曲线的标准方程为:\frac{y^{2}}{5}-\frac{x^{2}}{4}=1.

[7269] \because双曲线方程为\frac{x^{2}}{4}-\frac{y^{2}}{5}=1\therefore双曲线的焦点坐标为(\pm3,0)渐近线为y=\pm\frac{\sqrt{5}}{2}x,即\frac{\sqrt{5}}{2}x+y=0可得焦点F到其渐近线的距离为d=\frac{\sqrt{5}}{\sqrt{\frac{5}{4}+1}}=\sqrt{5}

[7270] 由已知有a=1,b=\sqrt{3},c=2,\begin{cases}PF|+|PF_{2}=2\\|PF|=2|PF_{2}\end{cases},解得\begin{cases}PF_{1}=4\\PF_{2}=2\end{cases},则在APF_{1}F_{2}中,|F_{1}F_{2}|=2c=4,则\cos\angleF_{1}PF_{2}=\frac{16+4-16}{2\times4\times2}=\frac{1}{4}

[7273] 由题设,抛物线准线为x=-1,由抛物线定义:PF等于P到准线的距离,而AF=\sqrt{13}\therefore要使\trianglePAF周长的最小,只需A到准线的距离等于AP+PF,即P在过A点且垂直于准线的直线上,此时,l_{\trianglePAF}=5+AF=5+\sqrt{13}

[7274] 设A(x_{1},y_{1}),B(x_{2},y_{2}),AB的中点M(x_{0},y_{0}),由题知,直线l的方程为y=2\sqrt{2}(x-2),代入抛物线方程y^{2}=8x整理得x^{2}-5x+4=0,所以x_{0}=\frac{x_{1}+x_{2}}{2}=\frac{5}{2},所以y_{0}=2\sqrt{2}(\frac{5}{2}-2)=\sqrt{2}|AB|=p+x_{1}+x_{2}=9,所以以AB为直径的圆的方程为(x-\frac{5}{2})^{2}+(y-\sqrt{2})^{2}=\frac{81}{4}.

[7278] 设与直线x+y-4=0平行的直线方程为x+y+m=0,所以y=-x-m,代入椭圆方程得4x^{2}+2mx+m^{2}-3=0,令\Delta=4m^{2}-16(m^{2}-3)=0,\thereforem=2或m=-2.当m=2时,平行线间的距离为\frac{2+4}{\sqrt{1^{2}+1^{2}}}=3\sqrt{2};当m=-2时,平行线间的距离为\frac{|-2+4|}{\sqrt{1^{2}+1^{2}}}=2\sqrt{2}所以最小距离为2\sqrt{2}.

[7279] 由题意知:m-1>0,解得m>1.

[7280] 如图所示:因为线段PF的中点在y轴上,所以PF_{2}//y轴,则PF_{2}\botx轴,所以PF_{2}=\frac{b^{2}}{a}因为\anglePF_{1}F_{2}=30^{\circ}所以_{\tan30^{\circ}}=\frac{PF_{2}}{F_{F}F_{2}}=\frac{b^{2}}{2ac}=\frac{\sqrt{3}}{3}即3c^{2}+2\sqrt{3}ac-3a^{2}=0,所以3e^{2}+2\sqrt{3}e-3=0,解得:e=\frac{\sqrt{3}}{3}.

[7281] 依题意椭圆方程为9x^{2}+16y^{2}=144,即\frac{x^{2}}{16}+\frac{y^{2}}{9}=1所以a^{2}=16,b^{2}=9,即a=4,b=3,又c^{2}=a^{2}-b^{2},所以c=\sqrt{7},所以椭圆的离心率e=\frac{c}{a}=\frac{\sqrt{7}}{4}

[7282] 由题意,双曲线中a=1,b=\sqrt{3},c=2,设F_{1}是双曲线的左焦点,即F_{1}(-2,0)由于A在右侧,则|PF|=|PF_{1}|-2,\therefore|PF|+|PA|=|PF_{1}|+|PA|-2\geqslant|AF_{1}|-2=\sqrt{(3+2)^{2}+(\sqrt{3}-0)^{2}}-2=2\sqrt{7}-2当且仅当F_{1},P,A共线时取等号\therefore|PF|+|PA|的最小值是2\sqrt{7}-2

[7285] 由题设,双曲线渐近线方程为ay\pmbx=0,若P(x,y),不妨设d_{1}=\frac{|ay+bx|}{\sqrt{a^{2}+b^{2}}},d_{2}=\frac{|ay-bx|}{\sqrt{a^{2}+b^{2}}}\therefored_{1}d_{2}=\frac{|ay+bx|}{\sqrt{a^{2}+b^{2}}}\cdot\frac{|ay-bx|}{\sqrt{a^{2}+b^{2}}}=\frac{|a^{2}y^{2}-b^{2}x2|}{a^{2}+b^{2}},又P在双曲线上且a^{2}+b^{2}=c^{2},\therefore3a^{2}+b^{2}\leqslant8d,d_{2}=\frac{8a2b^{2}}{2},整理得8a^{4}-6a^{2}c^{2}+c^{4}\leqslant0,则e^{4}-6e^{2}+8\leqslant0,解得2\leqslante^{2}\leqslant4,又e>1,\therefore\sqrt{2}<e<

