# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 （这里提供了一部分样本[2]~[2520]）
# 格式：[样本ID] 推理过程


[1922] 根据椭圆的几何意义可知\because0<\theta<\frac{\pi}{2}\therefore0<2\theta<\pi椭圆的离心率最小值为e=\frac{c}{a}=\sin\theta根据椭圆离心率的取值范围可知e\in[\sin\theta,1)

[1923] 椭圆\frac{x^{2}}{25}+\frac{y^{2}}{21}=1,所以c^{2}=a^{2}-b^{2}=25-21=4,直线x=-2经过椭圆\frac{x^{2}}{25}+\frac{y^{2}}{21}=1的左焦点F_{1},椭圆的右焦点为F,由椭圆的定义可知,\triangleABF的周长为AF+BF+AB=AF+AF_{1}+BF+BF_{1}=4a=4\times5=20

[1924] 设双曲线C的左焦点为F,连结AF,BF,设|BF|=t,则|AF|=2t.所以|AF|=2a+2t,|BF|=2a+t.由对称性可知,四边形AFPF为平行四边形,故\angleFAB=60^{\circ}在\triangleFAB中,由余弦定理得(2a+t)^{2}=(2a+2t)^{2}+(3t)^{2}-2\times(2a+2t)\times3t\times\cos60^{\circ}解得t=\frac{a}{3}.故|AF|=\frac{8a}{3},|AF|=\frac{2a}{3}在\triangleFAF中,由余3左定理得,4c^{2}=\frac{64a^{2}}{9}+\frac{4a^{2}}{9}-2\times\frac{8a}{3}\times\frac{2a}{3}\times\cos60^{\circ}=\frac{52a^{2}}{9}解得:.\sqrt{13}

[1925] 如图所示,则\frac{|PA|}{|PF|}=\frac{|PA|}{|PN|}=\frac{1}{\cos\angleAPN}=\frac{1}{\cos\anglePAF}当\frac{|PA|}{|PF|}取得最大值时,则\cos\angleAPN必须取得最小值此时AP与抛物线相切.设切线方程为y=k(x+2),联立\begin{cases}y=k(x+2)\\,2-8x\end{cases}消去x可得,ky2-8y+16=0,\begin{cases}y=2\\y=\frac{x}{2}\end{cases}\triangle=64-64k^{2}=0,即k^{2}=1,解得k=\pm1(负舍)所以y2-8y+16=0,解得y=4,将y=4代入直线y=x+2中,得x=2.所以当\frac{|PA|}{|PF|}最大时点P的坐标为(2,4)

[1926] \becauseF_{1},F_{2}为椭圆\frac{x^{2}}{64}+\frac{y^{2}}{16}=1的两个焦点\therefore由椭圆的定义可得|AF_{1}|+|AF_{2}|=2a,|BF_{1}|+|BF_{2}|=2a\thereforeAAF_{1}B的周长为|AB|+|AF_{1}|+|BF_{1}|=|AF_{1}|+|AF_{2}|+|BF_{1}|+|BF_{2}|=4a=32.

[1927] 由双曲线的定义可知|PF_{1}|-|PF_{2}|=2a=|MF_{1}|-|MF_{2}|,\because|MF_{1}|+|MF_{2}|=2c\therefore|MF_{1}|=c+a,\thereforeM为双曲线C的右顶点.则_{m}=a\in[\frac{\sqrt{3}}{3}b,2b=\sqrt{1+(b)^{2}}\in[\frac{\sqrt{5}}{3}

[1928] 由已知a=2,b=2,则双曲线\frac{x^{2}}{4}-\frac{y^{2}}{4}=1的两条渐近线的方程为y=\pm\frac{b}{a}x=\pmx

[1932] 求出直线AB的方程为bx+ay-ab=0,根据原点到直线l的距离可得出关于a、b的齐次方程,可求得\frac{b}{a}的值,由此可求得双曲线的离心率为e=\sqrt{1+(\frac{b}{a})^{2}},即可得解[详解]直线AB的方程为\frac{x}{a}+\frac{y}{b}=1,即bx+ay-ab=0,则原点到直线l的距离为d=\frac{ab}{\sqrt{a^{2}+b^{2}}}=\frac{ab}{c}=\frac{\sqrt{3}}{4}c所以,4ab=\sqrt{3}c^{2}=\sqrt{3}(a^{2}+b^{2}),所以,\sqrt{3}\cdot(\frac{b}{a})^{2}-\frac{4b}{a}+\sqrt{3}=0解得\frac{b}{a}=\sqrt{3}或\frac{b}{a}=\frac{\sqrt{3}}{3}(舍去),所以e=\frac{c}{a}=\sqrt{1+(\frac{b}{a})^{2}}=2故答案:2.

[1934] 设椭圆\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1,双曲线\frac{x^{2}}{m^{2}}-\frac{y^{2}}{n^{2}}=1,焦距为2c,则PF_{1}+PF_{2}=2a,|PF_{1}-PF_{2}|=2m则(PF_{1}+PF_{2})^{2}+(PF_{1}-PF_{2})^{2}=2(PF_{1}2+PF_{2}2)=4a^{2}+4m^{2}又\angleF_{1}PF_{2}=90^{\circ},则由勾股定理知PF_{1}^{2}+PF_{2}^{2}=4c^{2}则4a^{2}+4m^{2}=8c^{2}\Rightarrowa^{2}+m^{2}=2c^{2},则\frac{1}{e_{1}^{2}}+\frac{1}{e_{2}^{2}}=\frac{a^{2}}{c^{2}}+\frac{m^{2}}{c^{2}}=\frac{a^{2}+m^{2}}{c^{2}}=2

[1936] 设A(1,0),B(x,y),\overrightarrow{OA}=\overrightarrow{a}=(1,0),\overrightarrow{OB}=\overrightarrow{b}=(x,y)则\overrightarrow{b}+\overrightarrow{a}=(x+1,y),\overrightarrow{b}-\overrightarrow{a}=(x-1,y).因为|\overrightarrow{b}+\overrightarrow{a}|+|\overrightarrow{b}-\overrightarrow{a}|=4,所以\sqrt{(x+1)^{2}+y^{2}}+\sqrt{(x-1)^{2}+y^{2}}=4>2即:点B在以(-1,0),(1,0)为焦点,2a=4的椭圆上,所以B(x,y)满足\frac{x^{2}}{4}+\frac{y^{2}}{3}=1.\overrightarrow{b}-\frac{1}{4}\overrightarrow{a}=(x-\frac{1}{4},y),则(\overrightarrow{b}-\frac{1}{4}\overrightarrow{a})^{2}=(x-\frac{1}{4})^{2}+y^{2}=x^{2}-\frac{1}{2}x+\frac{1}{16}+3-\frac{3}{4}x^{2}=\frac{1}{4}(x-1)^{2}+\frac{45}{16}因为-2\leqslantx\leqslant2,所以当x=1时,|\overrightarrow{b}-\frac{1}{4}\overrightarrow{a}|取得最小值为\underline{3\sqrt{5}}

[1937] 设M(x_{1},y_{1}),N(x_{1},y_{1}),MN中点为P(x_{0},y_{0}),则\begin{cases}\frac{y_{2}^{2}}{a^{2}}+\frac{x_{1}}{b^{2}}=1\\\frac{y_{2}^{2}}{a^{2}}+\frac{x_{2}}{b^{2}}=1\end{cases}根据相交弦的中点为P,利用点差法求解.设M(x_{1},y_{1}),N(x_{1},y_{1}),MN中点为P(x_{0},y_{0}),则\begin{cases}\frac{y_{2}}{a^{2}}+\frac{x_{1}2}{b^{2}}=1\\\frac{y_{2}^{2}}{a^{2}}+\frac{x_{2}^{2}}{2}=1\end{cases}两式相减得:b^{2}(y_{2}-y_{2})+a^{2}(x_{1}2-x_{2}2)=0即\frac{y_{1}-y_{2}}{x_{1}-x_{2}}=-\frac{a^{2}}{b^{2}}(\frac{x_{1}+x_{2}}{y_{1}+y_{2}}即k_{MN}=-\frac{a^{2}}{b^{2}}\cdot\frac{1}{k_{0}}因为k_{MN}=-\frac{5}{4},k_{OP}=\frac{5}{4}所以\frac{b^{2}}{a^{2}}=\frac{16}{25},所以_{e}=\frac{c}{a}=\sqrt{1-\frac{b^{2}}{a^{2}}}=\frac{3}{5},b女安为.3

[1939] 由题意的:a:b=1:3或a:b=3:1,所以a:c=1:\sqrt{10}或a:c=\sqrt{10}:1,因此双曲线的离心率为\frac{\sqrt{10}}{2}或\sqrt{10}

[1940] 根据双曲线的几何性质可以得出虚轴长.双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)的虚轴长是2b.所以双曲线\frac{x^{2}}{4}-\frac{y^{2}}{9}=1的虚轴长是6.

[1941] 依题意,点(2,0)是椭圆的顶点,设椭圆长半轴长为a,短半轴长为b,半焦距为c,则有\frac{c}{a}=\frac{\sqrt{3}}{2}当椭圆焦点在x轴上时,则a=2,c=\sqrt{3},b^{2}=a^{2}-c^{2}=1,椭圆的标准方程为\frac{x^{2}}{4}+y^{2}=1当椭圆焦点在y轴上时,则b=2,由a2-(\frac{\sqrt{3}}{2}a)=b^{2}=4,得a^{2}=16,椭圆的标准方程为\frac{y^{2}}{16}+\frac{x^{2}}{4}=所以所求椭圆的标准方程为\frac{x^{2}}{4}+y^{2}=1或\frac{y^{2}}{16}+\frac{x^{2}}{4}=1

[1945] 由题设,直线AB、CD的斜率一定存在设AB为y=k(x-2),A(x_{1},y_{1}),B(x_{2},y_{2}),联立抛物线方程,可得k^{2}x^{2}-(4k^{2}+8)x+4k^{2}=0上A=64(1+k^{2})>0,\thereforex_{1}+x_{2}=\frac{4(k^{2}+2)}{k^{2}},x_{1}x_{2}=4,而|AF|=x_{1}+2,|BF|=x_{2}+2,\therefore|AF|\cdot|BF|=(x_{1}+2)(x_{2}+2)=x_{1}x_{2}+2(x_{1}+x_{2})+4=\frac{16(k^{2}+1)}{l^{2}}由CD\botAB,设CD为y=\frac{2-x}{k},C(x_{3},y_{3}),D(x_{4},y_{4}),联立抛物线,可得x^{2}-(8k^{2}+4)x+4=0,同理有x_{3}+x_{4}=8k^{2}+4,x_{3}x_{4}=4,\therefore|CF|\cdot|DF|=16(k^{2}+1)综上,\frac{1}{1}

[1948] 设抛物线方程为:x^{2}=2py.\becauseP(m,-2)是抛物线上一点,\thereforep<0;由抛物线焦半径公式知:|PF|=2-\frac{p}{2}=4,解得:p=-4,\therefore抛物线方程为:x^{2}=-8y\thereforem^{2}=(-8)\times(-2)=16,解得:m=\pm4.

[1950] 根据焦半径公式,化简|PF_{1}|=\frac{3}{2}e|PF_{2}|得e(x+\frac{a^{2}}{c})=\frac{3}{2}\cdote\cdote(\frac{a^{2}}{c}-x),解得x=\frac{\frac{3}{2}c-a}{e(\frac{3}{2}e+1)}根据椭圆横坐标的取值范围,得-a\leqslant\frac{\frac{3}{2}c-a}{e(\frac{3}{2}e+1)}\leqslanta,不等式同时除以a化为-1\leqslant\frac{\frac{3}{2}e-1}{e(\frac{3}{2}e+1)}\leqslant1解得\frac{1}{3}\leqslante<1.即离心率的取值范围为[\frac{1}{3},1)

[1952] 直线已,即为▱可得直线恒过定点(2,1)圆已的圆心为(2,1),半径为1,且C,D为直径的端点.由心,可得AB的中点为(2,1).设已,B,B,B.则已,\prime.两式相减可得,由.可得,由下即有下则椭圆的离心率

[1953] 画出图形,可先求出焦点到渐近线距离|NF_{2}|=b,再作PQ\botF_{1}F_{2},由由等面积法可得|F结合APF_{1}Q可推出\anglePOQ=60^{\circ},则可求出直线斜率k_{OP},进而求解如图,作PQ\botF_{1}F_{2},双曲线焦点F_{2}(c,0),设双曲线一条渐近线方程为y=\frac{b}{a}x^{,}则点F_{2}到渐近线距离|NF_{2}|=\frac{bc}{c}=b',AOPF_{2}为等腰三角形,故腰上的高也相等,故|PQ|=b,则\frac{|PQ|}{|PF_{1}|}=\frac{1}{2}\Rightarrow\anglePF_{1}Q=30^{\circ},又\anglePOQ=2\anglePF_{1}Q=60^{\circ},故k_{OP}=\sqrt{3},则双曲线的渐近线

[1954] 设圆C_{1}为(x+5)^{2}+y^{2}=1可得圆心C_{1}(-5,0),半径r_{1}=1,设圆C_{2}为(x-5)^{2}+y^{2}=49可得圆心C_{2}(5,0),半径r_{2}=7,且|C_{1}C_{2}|=10,设动圆圆心为C,半径为r,因为动圆C同时与圆C_{1}外切和圆C_{2}外切,所以|CC_{1}|=r+1,|CC_{2}|=7+r所以|CC_{2}|-|CC_{1}|=6<|C_{1}C_{2}|=10,所以点C的轨迹是以C_{1}(-5,0),2(5,0)为焦点的双曲线的左支所以a=3,c=5,b=\sqrt{a^{2}-c^{2}}=\sqrt{16}=4,所以动圆的圆心C的轨迹方程为:\frac{x^{2}}{9}-\frac{y^{2}}{16}=1(x\leqslant-3).

[1955] 由题意,圆x^{2}+y^{2}=4过椭圆C:\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>0,b>0)的焦点与短轴端点可得b=c=2,所以a2=b^{2}+c^{2}=8,所以椭圆C的标准方程为\frac{x^{2}}{8}+\frac{y^{2}}{4}=1

[1956] \because抛物线C的准线方程为x=-1,\therefore抛物线C的焦点为F(1,0),抛物线C:y^{2}=4x\because点M在抛物线C上,点A在准线l上,MA\botl,且直线AF的斜率k_{AF}=-\sqrt{3}所以直线AF的倾斜角为\frac{2\pi}{3},设准线与x轴的交点为N,则\angleAFN=\frac{\pi}{3},NF=2\therefore\angleMAF=\angleAFN=\frac{\pi}{3},|AF|=4又|MF|=|AM|,\therefore\triangleMAF为等边三角形,\thereforeS_{\DeltaAMF}=\frac{1}{2}\times4\times4\times\frac{\sqrt{3}}{2}=4\sqrt{3}

[1958] |AF_{2}|+|BF_{2}|=|AF_{1}|+2a+|BF_{1}|+2a=|AB|+4a\geqslant2\frac{b^{2}}{a}+4a=2\times\frac{1}{2}+8=9

[1961] 设P(t^{2},2t),由点到直线的距离公式有\frac{|t^{2}-2t|}{\sqrt{2}}=4\sqrt{2}解得:t^{2}-2t-8=0或t^{2}-2t+8=0,即t=4或t=-2故P(16,8)或P(4,-4)

[1962] 由题意设椭圆的标准方程为\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)由已知得:a+c=3,a-c=1,\thereforea=2,c=1\thereforeb^{2}=a^{2}-c^{2}=3,\therefore椭圆的标准方程为\frac{x^{2}}{4}+\frac{y^{2}}{2}=1

[1964] 设|BF_{2}|=x,则AF_{2}=2x,由题得(2a-2x)^{2}+(3x)^{2}=(2a-x)^{2},解得x=\frac{a}{3}.所以|AF_{2}|=\frac{2a}{3},|AF_{1}|=\frac{4a}{3},化简等式(\frac{4a}{3})^{2}+(\frac{2a}{3})^{2}=(2c)即得解羊解】\because\overrightarrow{AF}_{2}=2\overrightarrow{F_{2}B},设|BF_{2}|=x,则|AF_{2}|=2x由椭圆的定义,可以得到|AF_{1}|=2a-2x,|BF_{1}|=2a-x\because\overrightarrow{AF}\cdot\overrightarrow{AF_{2}}=0,\thereforeAF_{1}\botAF_{2}在Rt\triangleAF_{1}B中,有(2a-2x)^{2}+(3x)^{2}=(2a-x)^{2}解得x=\frac{a}{3}.\therefore|AF_{2}|=\frac{2a}{3},|AF|=\frac{4a}{3}在Rt\triangleAF_{1}F_{2}中,有(\frac{4a}{3})^{2}+(\frac{2a}{3})^{2}=(2c)^{2}整理得\frac{c^{2}}{a^{2}}=\frac{5}{9},\thereforee=\frac{c}{a}=\frac{\sqrt{5}}{3}

[1965] 由题意可设双曲线的标准方程为\frac{y^{2}}{a^{2}}-\frac{x^{2}}{b^{2}}=1其渐近线方程为y=\pm\frac{a}{b}x,则-\frac{a}{b}\times(-3)=6即a=2b,所以e=\frac{c}{a}=\sqrt{\frac{a^{2}+b^{2}}{a^{2}}}=\frac{\sqrt{5}}{2}

[1966] 抛物线x^{2}=8y的焦点坐标为(0,2)双曲线\frac{x^{2}}{16}-y^{2}=1的顶点坐标为(4,0),(-4,0)由题意,可知椭圆的焦点在x轴上,设为\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)则a=4,b=2,故c=\sqrt{a^{2}-b^{2}}=2\sqrt{3}所以其离心率e=\frac{c}{a}=\frac{\sqrt{3}}{2}

[1967] 设Q到/的距离为d,由抛物线的定义得到|QF|=d,再结合\overrightarrow{QP}=3\overrightarrow{QF},求得直线PF的方程并与y^{2}=4x联立,然后由|QF|=x+\frac{p}{2}求解.如图所示:设Q到的距离为d,则由抛物线的定义可得|QF|=d\overrightarrow{2P}=3\overrightarrow{QF}\therefore|QP|=3d,.直线PF的斜率为\pm2\sqrt{2}\becauseF(1,0),准线l:x=-1,\because直线PF的方程为y=\pm2\sqrt{2}(x-1),与y^{2}=4x联立可得x=\frac{1}{2}(舍)或x=2\therefore|QF|=2+1=3.

[1968] 分析】先根据抛物线方程求得焦点坐标,设B点坐标为(x_{B},y_{B}),进而可得直线AB方程,把B点代入可求得B点坐标,进而根据抛物线的定义,即可求得答案.由题意,抛物线y^{2}=8x知p=4,设B点坐标为(x_{B},y_{B}),由AB直线过焦点F,所以直线AB的方程为y=\frac{4}{3}(x-2)把点(x_{B},y_{B})代入上式得y_{B}=\frac{4}{3}(x_{B}-2)=\frac{4}{3}(\frac{y^{2}}{8}-2)解得y_{B}=-2,所以x_{B}=\frac{1}{2},所以线段AB中点到准线的距离为\frac{8+\frac{1}{2}}{2}+2=\frac{25}{4}

[1969] 先由|AF|=x_{1}+\frac{P}{2},求出x_{1},然后代入抛物线方程y^{2}=4x求y_{1},最后根据\triangleAMF\sim\triangleOHF,可求得本题答案.设点A(x_{1},y_{1}),因为抛物线方程为y^{2}=4x,所以P=2,又\because|AF|=x_{1}+\frac{P}{2}=3,\thereforex_{1}=2,代入y^{2}=4x得,y_{1}=\pm2\sqrt{2},过点A作x轴垂线,垂足为M,过点O作直线l垂线,垂足为H,易得\triangleAMF\sim\triangleOHF,所以\frac{OF}{AF}=\frac{OH}{AM},即\frac{1}{3}=\frac{OH}{2\sqrt{2}},得OH=\frac{2\sqrt{2}}{3},所以点O到直线的距离等:7本题主要考查直线与抛物线相交的综合问题,由三角形相似得到对应边成比例是解决本题的关键

[1970] 因为2p=12\sqrt{3},所以\frac{p}{2}=3\sqrt{3}所以抛物线y^{2}=12\sqrt{3}x的焦点坐标为(3\sqrt{3},0)

[1971] 设|PF_{1}|=m,|PF_{2}|=n,由椭圆的定义可知:m+n=2a_{1}(1)由双曲线的定义可知:|m-n|=2a_{2}(2)(1)^{2}+(2)^{2}得:m^{2}+n^{2}=2(a_{1}^{2}+a_{2}^{2}),(1)^{2}-(2)^{2}得:mn=a_{1}^{2}-a_{2}^{2},由余弦定理可知:(2c)^{2}=m^{2}+n^{2}-2mn\cdot\cos\angleF_{1}PF_{2}\thereforea_{1}^{2}+3a_{2}^{2}=4c^{2}设a_{1}=2c\cdot\cos\theta,a_{2}=\frac{2\sqrt{3}}{3}c\cdot\sin\theta,所以\frac{1}{e_{1}}+\frac{1}{e_{2}}=\frac{a_{1}}{c}+\frac{a_{2}}{c}=2\cos\theta+\frac{2\sqrt{3}}{3}\sin\theta=\frac{4\sqrt{3}}{3}\sin(\theta+\frac{\pi}{3})'当\theta+\frac{\pi}{3}=2k\pi+\frac{\pi}{2}(k\inZ)时,\frac{1}{e_{1}}+\frac{1}{e_{2}}的最大值是\frac{4\sqrt{3}}{3}

[1972] 设动点为M,其坐标为(x,y),而动点到两坐标轴的距离之积等于2,即|x|\times|y|=2,去绝对值可得动点的轨迹方程为:xy=2或xy=-2,

[1973] 设C(x_{1},y_{1}),D(x_{2},y_{2}),M(x_{3},y_{3}),则mx_{1}^{2}+ny_{1}^{2}=1,mx_{2}^{2}+ny_{2}^{2}=1,两式相减得:m(x_{1}^{2}-x_{2}2)+n(y_{1}^{2}-y_{2})=0\Rightarrowm(x_{1}+x_{2})+n(y_{1}+y_{2})k_{CD}=0\Rightarrowm(2x_{3})+n(2y_{3})(-\frac{1}{2})=0\Rightarrowm+nk_{OM}(-\frac{1}{2})=0\Rightarrowm+n\times\frac{1}{2}(-\frac{1}{2})=0\Rightarrown=4m.由直线x+2y-2=0与椭圆mx^{2}+4my^{2}=1方程消去x得:8y^{2}-8y+4-\frac{1}{m}=0又OC\botOD\Rightarrowx_{1}x_{2}+y_{1}y_{2}=0\Rightarrow5y_{1}y_{2}-4(y_{1}+y_{2})+4=0所以_{5\times\frac{4-\frac{1}{m}}{8}-4\times1+4=0\Rightarrowm=\frac{1}{4}.m+n}=\frac{5}{4}.

[1974] 设直线l的方程为:y=k_{1}(x+2),P_{1}(x_{1},y_{1}),P_{2}(x_{2},y_{2})由\begin{cases}y=k_{1}(x+2)\\x^{2}+2y2=2\end{cases},整理得:(1+2k_{1})x^{2}+8k_{1}2x+8k_{1}^{2}-1=0,所以x_{1}+x_{2}=\frac{-8k_{1}2}{1+2k_{1}2},x_{1}x_{2}=\frac{8k_{1}2-1}{1+2k_{1}}所以y_{1}+y_{2}=k_{1}(x_{1}+2)+k_{1}(x_{2}+2)=k_{1}(x_{1}+x_{2}+4)=\frac{4k_{1}}{1+2k_{1}},所以P(\frac{4k_{1}}{1+2k_{1}},\frac{-2k_{1}}{1+2k_{1})},k_{2}=\frac{\frac{-2k_{1}}{1+2k_{1}^{2}}}{\frac{-4k_{1}^{2}}{1+2k_{1}}},所以k_{1}k_{2}=-\frac{1}{2}.

[1976] 根据双曲线的标准方程写出渐近线方程,对比已知所给的渐近线方程,可以求出a的值,最后求出双曲线的离心率.\frac{x^{2}}{a^{2}}-y^{2}=1渐近线方程为y=\pm\frac{x}{a}\Rightarrowx\pmay=0,所以a=\sqrt{3}故离心率为e=\frac{c}{a}=\sqrt{\frac{a^{2}+1}{a2}}=\frac{2\sqrt{3}}{3}

[1977] 设A(x_{1},y_{1}),B(x_{2},y_{2}),由抛物线性质可知|AB|=x_{1}+x_{2}+p因为y_{1}^{2}=2px_{1},y_{2}^{2}=2px_{2},所以y_{1}^{2}-y_{2}^{2}=2px_{1}-2px_{2}由题可知x_{1}\neqx_{2}.所以\underline{(y_{1}-y_{2})(y_{1}+.x_{1}-x_{2}}\frac{y_{2})}{2p'}即k_{AB}=\frac{2p}{y_{1}+y_{2}}所以线段AB的中垂线方程为y-\frac{y_{1}^{2}+y_{2}}{2}=-\frac{y_{1}+y_{2}}{2p}(x-\frac{x_{1}+x_{2}}{2})令y=0,则点M的横坐标x_{M}=p+x_{0}x_{2},则<y'|FM|=|x_{M}-\frac{p}{2}|=|_{p}+\frac{x_{1}+x_{2}}{2}-\frac{p}{2}|=|\frac{x_{1}+x_{2}+p}{2}|=\frac{x_{1}+x_{2}+p}{2},所以\frac{|FM|}{|AB|}=\frac{1}{2}

[1979] 抛物线y^{2}=2x的焦点为(\frac{1}{2},0),准线为x=-\frac{1}{2},焦点到准线的距离为1,所以圆的圆心为(\frac{1}{2},0),半径为1,故圆的标准方程为(x-\frac{1}{2})^{2}+y^{2}=1

[1980] 如图,由双曲线的定义可得,|AF_{2}||AF_{1}|=2a,|BF_{2}||BF_{1}|=2a,两式相加得:|AF_{2}|+|BF_{2}|=4a+|AF_{1}|+|BF_{1}|=4a+AB\therefore\triangleABF_{2}的周长为|AF_{2}|+|BF_{2}|+|AB|=4a+2AB=4\times4+2\times5=26

[1981] 由题得c=\sqrt{3+2}=\sqrt{5}所以双曲线的焦距为2\sqrt{5}

[1983] 由椭圆方程\frac{x2}{9}+\frac{y^{2}}{2}=1,可得a=3,b=\sqrt{2},c=\sqrt{7}根据椭圆定义可得|PF_{1}|+|PF_{2}|=2a=6,|F_{1}F_{2}|=2c=2\sqrt{7}可得4+|PF_{2}|=2a=6,解得|PF_{2}|=2.在三角形F_{1}PF_{2}中,由余弦定理得\cos\angleF_{1}PF_{2}=\frac{|PF_{1}|^{2}+|PF_{2}|^{2}-|F_{1}F_{2}|^{2}}{2|PF_{1}\cdot|PF_{2}}=\frac{16+4-28}{2\times4\times2}=-\frac{1}{2}又因为0<\angleF_{1}PF_{2}<\pi,所以\angleF_{1}PF_{2}=\frac{2\pi}{3}

[1985] 因为方程(k-1)x^{2+}(9-k)y^{2}=1,所以\frac{x^{2}}{k-1}+\frac{y^{2}}{9-k}=1所以有\begin{matrix}\frac{1}{k-1}>0\\\frac{1}{9-k}>0\\\frac{1}{k-1}\neq\frac{1}{9-k}&解得1<k<5或5<k<9,\end{cases}

[1986] 分析:设点,代入椭圆的方程,利用点差法,结合线段P_{1}P_{2}的中点P的坐标,即可得到答案详设P_{1}(x_{1},y_{1}),P_{2}(x_{2},y_{2}),中点P(x_{0},y_{0}),则k_{1}=\frac{y_{1}-y_{2}}{x_{1}-x_{2}},k_{2}=\frac{y_{0}}{x_{0}}=\frac{y_{1}+y_{2}}{x_{1}+x_{2}}把点P_{1}(x_{1},y_{1}),P_{2}(x_{2},y_{2})代入椭圆的方程\frac{x^{2}}{2}+y^{2}=1整理得\frac{x_{1}^{2}}{2}+y_{1}^{2}=1,\frac{x_{2}}{2}+y_{2}2=1,两式相减得\frac{x_{1}^{2}-x_{2}^{2}}{2}+(y_{1}^{2}-y_{2}^{2})=0^{,}整理得\frac{y^{2}-y_{2}^{2}}{x^{2}-x_{2}^{2}}=\frac{(y_{1}-y_{2})(y_{1}+y_{2})}{(x_{1}-x_{2})(x_{1}+x_{2})}=-\frac{1}{2}即k_{1}k_{2}=-\frac{1}{2}

[1987] 依题意a=3,b=4,c=5,所以渐近线为y=\pm\frac{4}{3}x,右焦点(5,0)右焦点到渐近线y=\frac{4}{3}x\Rightarrow4x-3y=0的距离为\frac{4\times5}{4^{2}+3^{2}}=4所求圆的方程为(x-5)^{2}+y2=4^{2}

[1989] 由于点C为抛物线的焦点,则|PC|等于点P到抛物线准线x=-2的距离d.又圆心C到抛物线准线的距离为4,则|PQ|+|PC|=|PQ|+d\geqslant3当点P为原点,Q为(1,0)时取等号.故|PQ|+|PC|得最小值为3,

[1990] 如图:\becauseQ,O分别是MF_{1},F_{1}F_{2}的中点,\thereforeOQ//F_{2}M\becauseF_{1}F_{2}为圆的直径,\thereforeOQ\botMF_{1},可得MF_{1}所在直线方程为y=\frac{a}{b}(x+c)联立\begin{cases}y=-\frac{b}{a}x\\y=\frac{a}{b}(x+c)\end{cases},解得Q(-\frac{a^{2}}{c},\frac{ab}{c})由中点坐标公式求得M(\frac{c^{2}-2a^{2}}{c},\frac{2ab}{c}),代入y=\frac{b}{a}x可得c^{2}=4a^{2},即e^{2}=4,得e=2.

[1991] 设|BF_{2}|=m,则|AF_{2}|=2m,令|AF_{1}|=p,|BF_{1}|=q,由双曲线的定义知\begin{cases}p-2m=2a,\\q-m=2a,\end{cases}得p+q=4a+3m,又\triangleABF的周长等于p+q+3m=4a+6m=6c所以m=\frac{3c-2a}{3}即|AB|=3m=3c-2a,|AF_{1}|=p=2a+2m=\frac{6c+2a}{3}若\angleAF_{1}B>\angleABF_{1},则|AB|>|AF_{1}|,即3c-2a>\frac{6c+2a}{2},解得3c>8a,所以e>\frac{8}{3}.

[1992] 根据焦点在y轴上的椭圆的方程的特征列出不等关系,求解不等关系可得结果.由题意得\begin{cases}|m|-1>0\\2-m>|m|-1\end{cases},解|m|-1>0可得m>1或m<-1;解2-m>|m|-1可得0<m<\frac{3}{2}或m<0;综上可得m的取值范围是(-\infty,-1

[1993] 因为F_{1}F_{2}是双曲线\frac{x^{2}}{16}-\frac{y^{2}}{20}=1的两焦点,所以||PF_{1}|-|PF_{2}||=2a=8因为点P到焦点F_{1}的距离等于9,即PF_{1}=9,则解得|PF_{2}|=1或17,又因为焦半径最小值为c-a=6-4=2,所以|PF|=17.

[1994] 抛物线x^{2}=2py(p>0)的焦点在y轴上抛物线x^{2}=2py(p>0)的焦点在直线2x-y+3=0上可得焦点坐标(0,3),所以\frac{p}{2}=3,解得p=6.

[1997] 因为A在抛物线外部,抛物线的焦点F(-1,0)\therefore当P、A、F共线时,|PA|+|PF|最小,此时|PA|+|PF|=\"|AF|=\"\sqrt{4^{2}+3^{2}}=5,

[1998] 由已知\begin{cases}c=\frac{\sqrt{2}}{2}\\\frac{1}{2}b\cdot2c=1\\a^{2}=b^{2}+c\end{cases},解得c=1故右焦点F_{2}的坐标为(1,0).

