sample_id,before_curve_type,after_curve_type,before_query_type,after_query_type,query_type_changed,before_reasoning_success,after_reasoning_success,reasoning_transition,before_final_answer_correct,after_final_answer_correct,correctness_transition,before_failure_reason,after_failure_reason,before_reasoning_failure_reason,after_reasoning_failure_reason,before_num_steps,after_num_steps,num_steps_delta,before_first_model,after_first_model,before_last_model,after_last_model,before_model_sequence_len,after_model_sequence_len,model_sequence_changed,model_sequence_lcp,new_model_ids_after,removed_model_ids_after,after_repeated_model_loop,expected_answer,before_predicted_answer,after_predicted_answer,query,facts,before_model_sequence,after_model_sequence
5402,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,2,sqrt(1+b^2/a^2),sqrt(1+b^2/a^2),Eccentricity(G),G: Hyperbola;b: Number;a: Number;H: Line;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Expression(H) = (y = sqrt(3)*x);OneOf(Asymptote(G)) = H,21,21
5418,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,"(1,sqrt(2))",Range(Eccentricity(G)) not found,Range(Eccentricity(G)) not found,Range(Eccentricity(G)),"G: Hyperbola;b: Number;a: Number;H: Line;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);PointOnCurve(RightFocus(G), H);Inclination(H) = ApplyUnit(45, degree);NumIntersection(H, RightPart(G)) = 2",1,1
5464,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,0,0,62,62,15,15,False,15,,,True,x^2/9+y^2/4=1,"Expression(PerpendicularBisector(LineSegmentOf(P, F2))) = (y = 2*x)","Expression(PerpendicularBisector(LineSegmentOf(P, F2))) = (y = 2*x)",Expression(C),"C: Ellipse;O: Origin;Center(C) = O;P: Point;PointOnCurve(P, C);F2: Point;Coordinate(F2) = (sqrt(5), 0);RightFocus(C) = F2;Expression(PerpendicularBisector(LineSegmentOf(P, F2))) = (y = 2*x)",0 56 56 56 62 62 62 62 62 62 62 62 62 62 62,0 56 56 56 62 62 62 62 62 62 62 62 62 62 62
5515,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,2,2,29,29,15,15,False,15,,,True,8/3,"Abs(LineSegmentOf(Q, F)) not found","Abs(LineSegmentOf(Q, F)) not found","Abs(LineSegmentOf(Q, F))","C: Parabola;Expression(C) = (y^2 = 8*x);F: Point;Focus(C) = F;l: Line;Directrix(C) = l;P: Point;PointOnCurve(P, l);Q: Point;OneOf(Intersection(LineOf(P, F), C)) = Q;VectorOf(P, F) = 3*VectorOf(Q, F)",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
5590,Hyperbola,Hyperbola,Equation,Equation,False,False,False,failure->failure,False,False,wrong->wrong,no_model,no_model,no_model,no_model,0,0,0,none,none,none,none,0,0,False,0,,,False,x^2-y^2/3=1,,,Expression(G),"O: Origin;Center(G) = O;G: Hyperbola;Expression(Asymptote(G)) = (y = pm*(sqrt(3)*x));H: Point;Coordinate(H) = (sqrt(2), sqrt(3));PointOnCurve(H, G)",,
5645,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,True,True,correct->correct,none,none,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,pm*2,pm*2,pm*2,a,G: Hyperbola;a: Real;Expression(G) = (x^2/2 - y^2/a^2 = 1);Expression(OneOf(Asymptote(G))) = (y = sqrt(2)*x),21,21
5674,Ellipse,Ellipse,Range,Range,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,13,13,13,13,15,15,False,15,,,True,"(0,2]+[8,+oo)","(0, 4)+(4, +oo)","(0, 4)+(4, +oo)",Range(m),"G: Ellipse;m: Number;e:Number;Expression(G) = (x^2/4 + y^2/m = 1);Eccentricity(G)=e;Range(e)=[sqrt(2)/2,1)",13 13 13 13 13 13 13 13 13 13 13 13 13 13 13,13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
5677,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,"{7,-2}",m: Number,m: Number,m,"G: Hyperbola;m: Number;Expression(G) = (-y^2/(m - 5) + x^2/m = 1);Distance(OneOf(Focus(G)),Center(G))=3",13,13
5687,Hyperbola,Hyperbola,Coordinate,Coordinate,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,21,21,13,13,15,15,False,15,,,False,"(-2, 0)",Coordinate(LeftFocus(G)) not found,Coordinate(LeftFocus(G)) not found,Coordinate(LeftFocus(G)),G: Hyperbola;Expression(G) = (x^2/3 - y^2 = 1),21 21 21 21 21 21 21 21 21 13 13 13 13 13 13,21 21 21 21 21 21 21 21 21 13 13 13 13 13 13
5702,Ellipse,Ellipse,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,75,75,62,62,15,15,False,15,,,False,6,Min not found,Min not found,"Min(DotProduct(VectorOf(P, A), VectorOf(P, B)) + DotProduct(VectorOf(P, C), VectorOf(P, D)))","G: Ellipse;M: Circle;N: Circle;l1: Line;l2: Line;P: Point;A: Point;B: Point;C: Point;D: Point;Expression(G) = (x^2/3 + y^2/4 = 1);Expression(M) = (x^2 + (y - 1)^2 = 1);Expression(N) = (x^2 + (y + 1)^2 = 1);PointOnCurve(M1, l1);PointOnCurve(N1, l2);Intersection(l1, M) = {A, B};Intersection(l2, N) = {C, D};PointOnCurve(P, G);M1: Point;N1: Point;Center(M) = M1;Center(N) = N1",75 75 75 75 75 75 62 62 62 62 62 62 62 62 62,75 75 75 75 75 75 62 62 62 62 62 62 62 62 62
5711,Parabola,Parabola,Value,Value,False,False,True,failure->success,False,True,wrong->correct,max_steps,none,max_steps,none,15,15,0,2,2,29,29,15,15,False,15,,,True,7,Min not found,7,"Min(Abs(LineSegmentOf(P, A)) + Abs(LineSegmentOf(P, F)))","G: Parabola;P: Point;A: Point;F: Point;Expression(G) = (y^2 = 4*x);Coordinate(A) = (6, 3);Focus(G) = F;PointOnCurve(P, G)",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
5741,Parabola,Parabola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,29,29,63,63,15,15,False,15,,,False,-8,a: Number,a: Number,a,G: Parabola;Expression(G) = (x^2 = 2*(a*y));a: Number;Expression(Directrix(G)) = (y = 4),29 29 29 29 29 29 29 29 63 63 63 63 63 63 63,29 29 29 29 29 29 29 29 63 63 63 63 63 63 63
5824,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,2,2,29,29,15,15,False,15,,,True,8,"Abs(LineSegmentOf(A, B)) not found","Abs(LineSegmentOf(A, B)) not found","Abs(LineSegmentOf(A, B))","l: Line;G: Parabola;M: Point;O: Origin;A: Point;B: Point;F: Point;t:Number;Expression(G) = (y^2 = 4*x);Coordinate(M) = (t, 2);Quadrant(M) = 1;Focus(G) = F;PointOnCurve(F, l);Intersection(l, G) = {A, B};VectorOf(O, M) = (VectorOf(O, A) + VectorOf(O, B))/2",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
5850,Parabola,Parabola,Distance,Distance,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,2,2,29,29,15,15,False,15,,,True,5*sqrt(3),Min not found,Min not found,"Min(Distance(M, P))","G: Parabola;M: Point;P: Point;Expression(G) = (y^2 = 10*x);Coordinate(M) = (10, 0);PointOnCurve(P, G)",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
5854,Hyperbola,Hyperbola,Distance,Distance,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,7,7,0,1,1,13,13,7,7,False,7,,,True,32/5,8,8,"Distance(P, RightDirectrix(G))","G: Hyperbola;P: Point;Expression(G) = (x^2/64 - y^2/36 = 1);PointOnCurve(P, G);Distance(P, RightFocus(G)) = 8",1 1 1 1 1 1 13,1 1 1 1 1 1 13
5876,Hyperbola,Hyperbola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,1,1,62,62,15,15,False,15,,,False,y = pm*(2*sqrt(3)/3)*x,y=pm*sqrt(m/n)*x,y=pm*sqrt(m/n)*x,Expression(Asymptote(G)),"G: Hyperbola;m: Number;n: Number;H: Circle;F1: Point;F2: Point;A: Point;P: Point;B: Point;Expression(G) = (m*x^2 - n*y^2 = 1);LeftVertex(G) = A;RightVertex(G) = B;LeftFocus(G) = F1;RightFocus(G) = F2;PointOnCurve(P, Asymptote(G));IsDiameter(LineSegmentOf(F1, F2), H);PointOnCurve(P, H);AngleOf(A, P, B) = pi/3",1 1 1 1 1 62 62 62 62 62 62 62 62 62 62,1 1 1 1 1 62 62 62 62 62 62 62 62 62 62
5972,Ellipse,Ellipse,Distance,Distance,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,47,47,47,47,15,15,False,15,,,True,4*sqrt(6)/3,Distance not found,Distance not found,"Distance(F1, F2)","Gamma: Ellipse;A: Point;B: Point;C: Point;F1: Point;F2: Point;MajorAxis(Gamma) = LineSegmentOf(A, B);PointOnCurve(C, Gamma);AngleOf(C, B, A) = pi/4;LineSegmentOf(A, B) = 4;LineSegmentOf(B, C) = sqrt(2);Focus(Gamma) = {F1, F2}",47 47 47 47 47 47 47 47 47 47 47 47 47 47 47,47 47 47 47 47 47 47 47 47 47 47 47 47 47 47
5988,Ellipse,Ellipse,Eccentricity,Eccentricity,False,True,True,success->success,True,True,correct->correct,none,none,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,sqrt(3)/2,sqrt(3)/2,sqrt(3)/2,Eccentricity(G),G: Ellipse;Expression(G) = (x^2/4 + y^2 = 1),13,13
6011,Hyperbola,Hyperbola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,x + pm*y = 0,y=pm*(b/a)*x,y=pm*(b/a)*x,Expression(Asymptote(C)),"C: Hyperbola;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;F: Point;RightFocus(C) = F;H: Line;PointOnCurve(F,H) = True;IsPerpendicular(H,xAxis) = True;Intersection(H,C) = {A,B};A: Point;B: Point;IsDiameter(LineSegmentOf(A,B),G) = True;G: Circle;IsTangent(G,Asymptote(C)) = True",21,21
6081,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,x^2/16+y^2/12=1,Expression(G) = (x^2/4 - y^2/12 = 1),Expression(G) = (x^2/4 - y^2/12 = 1),Expression(H),G: Hyperbola;Expression(G) = (x^2/4 - y^2/12 = 1);H: Ellipse;Focus(G) = Vertex(H);Vertex(G) = Focus(H),21,21
6085,Hyperbola,Hyperbola,Equation,Equation,False,False,False,failure->failure,False,False,wrong->wrong,no_model,no_model,no_model,no_model,0,0,0,none,none,none,none,0,0,False,0,,,False,"{x^2/18 - y^/8 = 1, y^2/8 - x^2/18 = 1}",,,Expression(G),G: Hyperbola;Expression(Asymptote(G)) = (y = pm*(2/3)*x);FocalLength(G)=2*sqrt(26),,
6142,Circle,Circle,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,54,54,62,62,15,15,False,15,,,True,(x^2-y^2/8=1)&(x>1),No equation found,No equation found,LocusEquation(P),"M: Point;N: Point;B: Point;Coordinate(M) = (-3, 0);Coordinate(N) = (3, 0);Coordinate(B) = (1, 0);C: Circle;TangentPoint(C, LineOf(M, N)) = B;l1: Line;l2: Line;TangentOfPoint(M, C) = l1;TangentOfPoint(N, C) = l2;Intersection(l1, l2) = P;P: Point",54 54 54 62 62 62 62 62 62 62 62 62 62 62 62,54 54 54 62 62 62 62 62 62 62 62 62 62 62 62
6177,Parabola,Parabola,Value,Value,False,False,True,failure->success,False,True,wrong->correct,max_steps,none,max_steps,none,15,15,0,2,2,29,29,15,15,False,15,,,True,6,"Abs(LineSegmentOf(P, F)) not found",6,"Abs(LineSegmentOf(P, F))","G: Parabola;P: Point;F: Point;Expression(G) = (y^2 = 8*x);Focus(G) = F;PointOnCurve(P, G);XCoordinate(P)=4",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
6184,Parabola,Parabola,Length,Length,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,53,53,62,62,15,15,False,15,,,True,5/2,Max not found,Max not found,"Max(Length(LineSegmentOf(A, B)))","G: Parabola;Expression(G) = (y = x^2);A: Point;B: Point;IsChordOf(LineSegmentOf(A, B), G);Distance(MidPoint(LineSegmentOf(A, B)), xAxis) = 1",53 53 53 53 62 62 62 62 62 62 62 62 62 62 62,53 53 53 53 62 62 62 62 62 62 62 62 62 62 62
6212,Parabola,Parabola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,29,29,29,29,15,15,False,15,,,True,y^2=4*x,y^2=2*p*x,y^2=2*p*x,Expression(C),"C: Parabola;p: Number;F: Point;p>0;Expression(C) = (y^2 = 2*(p*x));Focus(C) = F;Distance(F,Directrix(C)) = 2",29 29 29 29 29 29 29 29 29 29 29 29 29 29 29,29 29 29 29 29 29 29 29 29 29 29 29 29 29 29
6230,Parabola,Parabola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,2,2,29,29,15,15,False,15,,,True,6,sqrt((x1-x2)^2+(y1-y2)^2),sqrt((x1-x2)^2+(y1-y2)^2),"Abs(LineSegmentOf(P, Q))","G: Parabola;Expression(G) = (y^2 = 4*x);l: Line;PointOnCurve(Focus(G), l);P: Point;x1: Number;y1: Number;Coordinate(P) = (x1, y1);Q: Point;x2: Number;y2: Number;Coordinate(Q) = (x2, y2);Intersection(l, G) = {P, Q};x1+x2=4",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
6262,Ellipse,Ellipse,Coordinate,Coordinate,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,56,56,13,13,15,15,False,15,,,True,"(pm*5, 0)",Coordinate(P) not found,Coordinate(P) not found,Coordinate(P),"G: Ellipse;Expression(G) = (x^2/25 + y^2/9 = 1);F1: Point;F2: Point;Focus(G) = {F1, F2};P: Point;PointOnCurve(P, G);WhenMin(Distance(P, F1)*Distance(P, F2))",56 13 13 13 13 13 13 13 13 13 13 13 13 13 13,56 13 13 13 13 13 13 13 13 13 13 13 13 13 13
6302,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,True,True,correct->correct,none,none,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,2,2,2,Eccentricity(G),H: Parabola;Expression(H) = (y^2 = 4*x);G: Hyperbola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;Focus(H) = RightVertex(G);Expression(OneOf(Asymptote(G))) = (y = sqrt(3)*x),21,21
6327,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,3*sqrt(2)/4,sqrt(a^2+b^2)/a,sqrt(a^2+b^2)/a,e,"G: Hyperbola;b: Number;a: Number;H: Line;P: Point;F1: Point;e: Number;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Expression(H) = (y = x*(b/(3*a)));Intersection(H, LeftPart(G)) = P;LeftFocus(G) = F1;IsPerpendicular(LineSegmentOf(P, F1), xAxis);Eccentricity(G) = e",13,13
6365,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,True,True,correct->correct,none,none,none,none,1,1,0,62,62,62,62,1,1,False,1,,,False,y^2/4+x^2=1,x^2+y^2/4=1,x^2+y^2/4=1,Expression(G),"G: Ellipse;b: Number;a: Number;A: Point;H:LineSegment;a > b;b > 0;Expression(G) = (x^2/b^2 + y^2/a^2 = 1);Coordinate(A) = (1, 0);RightVertex(G)=A;PointOnCurve(Focus(G),H);IsPerpendicular(H,MajorAxis(G));Length(H)=1;IsChordOf(l,G)",62,62
6405,Hyperbola,Hyperbola,Length,Length,False,True,True,success->success,True,True,correct->correct,none,none,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,4,4,4,Length(RealAxis(G)),G: Hyperbola;Expression(G) = (x^2/4 - y^2/16 = 1),21,21
6407,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,29,29,62,62,15,15,False,15,,,False,8,"Abs(LineSegmentOf(A, B)) not found","Abs(LineSegmentOf(A, B)) not found","Abs(LineSegmentOf(A, B))","E: Parabola;P: Point;A: Point;B: Point;l1: Line;l2: Line;Expression(E) = (x^2 = 4*y);Coordinate(P) = (2, -1);TangentOfPoint(P, E) = {l1, l2};TangentPoint(l1, E) = A;TangentPoint(l2, E) = B",29 29 29 29 29 29 29 62 62 62 62 62 62 62 62,29 29 29 29 29 29 29 62 62 62 62 62 62 62 62
6444,Hyperbola,Hyperbola,Coordinate,Coordinate,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,21,21,13,13,15,15,False,15,,,False,"(5,0)",Coordinate(RightFocus(G)) not found,Coordinate(RightFocus(G)) not found,Coordinate(RightFocus(G)),G: Hyperbola;a: Number;a>0;Expression(G) = (-y^2/9 + x^2/a^2 = 1);Eccentricity(G) = 5/4,21 21 21 21 21 21 21 21 21 13 13 13 13 13 13,21 21 21 21 21 21 21 21 21 13 13 13 13 13 13
6468,Other,Other,Coordinate,Coordinate,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,62,62,62,62,15,15,False,15,,,True,"(-5,3)",Coordinate(P) not found,Coordinate(P) not found,Coordinate(P),"l: Line;Expression(l) = (x - y + 8 = 0);A: Point;B: Point;Coordinate(A) = (2, 0);Coordinate(B) = (-2, -4);PointOnCurve(P,l);WhenMin(Abs(LineSegmentOf(P,A))+Abs(LineSegmentOf(P,B)));P:Point",62 62 62 62 62 62 62 62 62 62 62 62 62 62 62,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
6600,Parabola,Parabola,Distance,Distance,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,2,2,29,29,15,15,False,15,,,True,0,Min not found,Min not found,"Min(Distance(P, LineOf(A,B)))","G: Parabola;A: Point;B: Point;P: Point;Expression(G) = (y^2 = 8*x);Coordinate(A) = (0, -4);Coordinate(B) = (3, 2);PointOnCurve(P, G)",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
6709,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,1+3*sqrt(2)/4,Min not found,Min not found,"Min(Abs(LineSegmentOf(A, F)) + 2*Abs(LineSegmentOf(B, F)))","l: Line;E: Ellipse;A: Point;F: Point;B: Point;Expression(E) = (x^2/2 + y^2 = 1);LeftFocus(E) = F;PointOnCurve(F, l);Intersection(l, E) = {A, B}",13,13
6717,Parabola,Parabola,Distance,Distance,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,78,78,29,29,15,15,False,15,,,True,5,Min not found,Min not found,"Min(Distance(M, G))","l: Line;C: Parabola;G: Line;B: Point;A: Point;F: Point;M: Point;Expression(C) = (y^2 = 4*x);Expression(G) = (x + 1 = 0);Focus(C) = F;PointOnCurve(F, l);Intersection(l, C) = {A, B};Abs(LineSegmentOf(A, B)) = 10;MidPoint(LineSegmentOf(A,B)) = M",78 78 78 78 29 29 29 29 29 29 29 29 29 29 29,78 78 78 78 29 29 29 29 29 29 29 29 29 29 29
6727,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,56,56,62,62,15,15,False,15,,,True,2*sqrt(3)/3,Max not found,Max not found,"Max(LineSegmentOf(M, O)/LineSegmentOf(M, F))","G: Parabola;M: Point;O: Origin;F: Point;Vertex(G) = O;Focus(G)=F;PointOnCurve(M, G)",56 56 56 62 62 62 62 62 62 62 62 62 62 62 62,56 56 56 62 62 62 62 62 62 62 62 62 62 62 62
6746,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,9,Max not found,Max not found,Max(z),"G: Ellipse;Expression(G) = (x^2/a^2 + y^2/b^2 = 1);a: Number;In(a, [1, 5]);In(b, [2, 4]);b: Number;PointOnCurve(Focus(G), xAxis);Eccentricity(G) < sqrt(3)/2;z: Number;z = a + b",13,13
6851,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,True,True,correct->correct,none,none,none,none,1,1,0,63,63,63,63,1,1,False,1,,,False,x^2/16+y^2/7=1,x^2/16+y^2/7=1,x^2/16+y^2/7=1,Expression(C),"G: Ellipse;C:Ellipse;H: Point;Expression(G) = (x^2/25 + y^2/16 = 1);Coordinate(H) = (-3, 7/4);Focus(G)=Focus(C);PointOnCurve(H,C)",63,63
6913,Other,Other,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,62,62,62,62,15,15,False,15,,,True,2,k: Number,k: Number,k,"A: Point;Coordinate(A) = (-2, 0);B: Point;Coordinate(B) = (2, 0);l: Line;k:Number;Slope(l) = k;M: Point;N: Point;PointOnCurve(M,l) = True;PointOnCurve(N,l) = True;Negation(M = N);Abs(LineSegmentOf(M,A)) - Abs(LineSegmentOf(M,B)) = 2*sqrt(3);Abs(LineSegmentOf(N, A)) - Abs(LineSegmentOf(N, B)) = 2*sqrt(3);Coordinate(MidPoint(LineSegmentOf(M,N))) = (6,1)",62 62 62 62 62 62 62 62 62 62 62 62 62 62 62,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
6954,Parabola,Parabola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,29,29,29,29,15,15,False,15,,,True,2,a: Number,a: Number,a,"G: Parabola;a: Number;P: Point;F: Point;a>0;y0:Number;Expression(G) = (y^2 = a*x);Coordinate(P) = (3/2, y0);PointOnCurve(P, G);Focus(G) = F;Distance(P, F) = 2",29 29 29 29 29 29 29 29 29 29 29 29 29 29 29,29 29 29 29 29 29 29 29 29 29 29 29 29 29 29
7026,Other,Other,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,54,54,62,62,15,15,False,15,,,False,(x-2)^2+y^2=1/4,Expression(G) = (x^2 + y^2 = 1),Expression(G) = (x^2 + y^2 = 1),LocusEquation(P),"G: Curve;B: Point;A: Point;P: Point;Expression(G) = (x^2 + y^2 = 1);Coordinate(A) = (4, 0);PointOnCurve(B, G);MidPoint(LineSegmentOf(A,B)) = P",54 54 54 54 54 54 62 62 62 62 62 62 62 62 62,54 54 54 54 54 54 62 62 62 62 62 62 62 62 62
7066,Parabola,Parabola,Range,Range,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,62,62,62,62,15,15,False,15,,,True,"(0, 1]","Range(Abs(LineSegmentOf(H, N))/Abs(LineSegmentOf(A, B))) not found","Range(Abs(LineSegmentOf(H, N))/Abs(LineSegmentOf(A, B))) not found","Range(Abs(LineSegmentOf(H, N))/Abs(LineSegmentOf(A, B)))","G: Parabola;p: Number;A: Point;B: Point;H: Point;N: Point;F: Point;p>0;Expression(G) = (y^2 = 2*(p*x));Focus(G) = F;PointOnCurve(A,G);PointOnCurve(B,G);AngleOf(A, F, B) = ApplyUnit(60, degree);IsChordOf(LineSegmentOf(A,B),G);MidPoint(LineSegmentOf(A,B))=H;PointOnCurve(H,LineOf(H,N));IsPerpendicular(Directrix(G),LineOf(H,N));FootPoint(Directrix(G),LineOf(H,N))=N",62 62 62 62 62 62 62 62 62 62 62 62 62 62 62,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
7131,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,62,62,62,62,1,1,False,1,,,False,x^2/25+y^2/16=1,y^2/b^2+x^2/a^2=1,y^2/b^2+x^2/a^2=1,Expression(G),"G: Ellipse;b: Number;a: Number;B: Point;A: Point;F: Point;C: Point;a > b;b > 0;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);LeftVertex(G) = A;RightFocus(G) = F;UpperVertex(G) = B;LowerVertex(G) = C;T:Point;Coordinate(T)=(3*a,16);Intersection(LineOf(A,B),LineOf(C,F))=T",62,62
7176,Ellipse,Ellipse,Range,Range,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,13,13,13,13,15,15,False,15,,,True,"[7, 13]","Range(LineSegmentOf(P, M) + LineSegmentOf(P, N)) not found","Range(LineSegmentOf(P, M) + LineSegmentOf(P, N)) not found","Range(LineSegmentOf(P, M) + LineSegmentOf(P, N))","G: Ellipse;H: Circle;D: Circle;P: Point;M: Point;N: Point;Expression(G) = (x^2/25 + y^2/16 = 1);Expression(H) = (y^2 + (x + 3)^2 = 4);Expression(D) = (y^2 + (x - 3)^2 = 1);PointOnCurve(P, G);PointOnCurve(M, H);PointOnCurve(N, D)",13 13 13 13 13 13 13 13 13 13 13 13 13 13 13,13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
7179,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,sqrt(3),k: Number,k: Number,k,G: Hyperbola;b: Number;a: Number;k:Number;a>0;b>0;k>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Expression(OneOf(Asymptote(G)))=(y=k*x);Eccentricity(G)=2,21,21
7184,Parabola,Parabola,Value,Value,False,False,True,failure->success,False,True,wrong->correct,max_steps,none,max_steps,none,15,15,0,2,2,29,29,15,15,False,15,,,True,6,Min not found,6,"Min(Abs(LineSegmentOf(P, A)) + Abs(LineSegmentOf(P, F)))","G: Parabola;Expression(G) = (x^2 = 8*y);P: Point;PointOnCurve(P, G);A: Point;Coordinate(A) = (-2, 4);F: Point;Focus(G) = F",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
